state,district,year,month,pincode,age_0_5,age_5_17,age_18_greater,total_activity,roll_3m,season
Jammu and Kashmir,Kupwara,2025,12,12947283,472,58,0,530,681.3333333333334,Festival
Jammu and Kashmir,Leh,2025,9,5632152,32,12,1,45,45.0,Monsoon
Jammu and Kashmir,Leh,2025,10,6408265,48,18,0,66,55.5,Festival
Jammu and Kashmir,Leh,2025,11,6796673,53,6,0,59,56.666666666666664,Festival
Jammu and Kashmir,Leh,2025,12,2718424,30,6,0,36,53.666666666666664,Festival
Jammu and Kashmir,Pulwama,2025,9,28994328,457,40,0,497,166.66666666666666,Monsoon
Jammu and Kashmir,Pulwama,2025,10,20547958,426,30,12,468,322.3333333333333,Festival
Jammu and Kashmir,Pulwama,2025,11,23432728,450,32,2,484,483.0,Festival
Jammu and Kashmir,Pulwama,2025,12,16131052,405,16,1,422,458.0,Festival
Jammu and Kashmir,Punch,2025,4,185121,142,59,10,211,106.0,Non-peak
Jammu and Kashmir,Punch,2025,9,17585337,352,142,0,494,235.33333333333334,Monsoon
Jammu and Kashmir,Punch,2025,10,11106506,401,118,1,520,408.3333333333333,Festival
Jammu and Kashmir,Punch,2025,11,14623589,537,171,6,714,576.0,Festival
Jammu and Kashmir,Punch,2025,12,7774664,632,58,0,690,641.3333333333334,Festival
Jammu and Kashmir,Rajouri,2025,9,38515281,513,166,0,679,679.0,Monsoon
Jammu and Kashmir,Rajouri,2025,10,24998419,313,121,2,436,557.5,Festival
Jammu and Kashmir,Rajouri,2025,11,37774701,728,221,7,956,690.3333333333334,Festival
Jammu and Kashmir,Rajouri,2025,12,21664793,517,86,0,603,665.0,Festival
Jammu and Kashmir,Ramban,2025,9,16393081,204,132,0,336,336.0,Monsoon
Jammu and Kashmir,Ramban,2025,10,12385878,300,157,0,457,396.5,Festival
Jammu and Kashmir,Ramban,2025,11,14753782,329,212,5,546,446.3333333333333,Festival
Jammu and Kashmir,Ramban,2025,12,9107260,484,96,1,581,528.0,Festival
Jammu and Kashmir,Reasi,2025,9,21205204,242,113,0,355,355.0,Monsoon
Jammu and Kashmir,Reasi,2025,10,13334246,215,120,3,338,346.5,Festival
Jammu and Kashmir,Reasi,2025,11,19729134,348,249,2,599,430.6666666666667,Festival
Jammu and Kashmir,Reasi,2025,12,11877539,331,88,4,423,453.3333333333333,Festival
Jammu and Kashmir,Samba,2025,9,15709410,150,12,0,162,162.0,Monsoon
Jammu and Kashmir,Samba,2025,10,11512300,110,16,2,128,145.0,Festival
Jammu and Kashmir,Samba,2025,11,14815778,143,12,7,162,150.66666666666666,Festival
Jammu and Kashmir,Samba,2025,12,9314656,129,7,0,136,142.0,Festival
Jammu and Kashmir,Shupiyan,2025,9,4615272,141,33,1,175,175.0,Monsoon
Jammu and Kashmir,Shupiyan,2025,10,3269151,108,27,0,135,155.0,Festival
Jammu and Kashmir,Shupiyan,2025,11,3269151,108,45,0,153,154.33333333333334,Festival
Jammu and Kashmir,Shupiyan,2025,12,2115333,180,23,0,203,163.66666666666666,Festival
Jammu and Kashmir,Srinagar,2025,9,76449530,1011,82,1,1094,365.3333333333333,Monsoon
Jammu and Kashmir,Srinagar,2025,10,46599824,653,66,33,752,615.6666666666666,Festival
Jammu and Kashmir,Srinagar,2025,11,61068085,685,80,87,852,899.3333333333334,Festival
Jammu and Kashmir,Srinagar,2025,12,36338524,502,42,14,558,720.6666666666666,Festival
Jammu and Kashmir,Udhampur,2025,9,38852207,494,95,4,593,198.33333333333334,Monsoon
Jammu and Kashmir,Udhampur,2025,10,28635561,343,72,4,419,337.6666666666667,Festival
Jammu and Kashmir,Udhampur,2025,11,40487587,827,127,3,957,656.3333333333334,Festival
Jammu and Kashmir,Udhampur,2025,12,26443249,782,55,0,837,737.6666666666666,Festival
Jharkhand,Bokaro,2025,9,407316177,1061,845,4,1910,1910.0,Monsoon
Jharkhand,Bokaro,2025,10,254162617,624,415,5,1044,1477.0,Festival
Jharkhand,Bokaro,2025,11,352715402,1101,661,4,1766,1573.3333333333333,Festival
Jharkhand,Bokaro,2025,12,212798330,719,357,4,1080,1296.6666666666667,Festival
Jharkhand,Bokaro *,2025,10,829144,1,0,0,1,1.0,Festival
Jharkhand,Bokaro *,2025,11,827013,1,0,0,1,1.0,Festival
Jharkhand,Chatra,2025,6,825401,246,218,10,474,474.0,Monsoon
Jharkhand,Chatra,2025,7,825103,330,161,10,501,487.5,Monsoon
Jharkhand,Chatra,2025,9,132056171,954,760,3,1717,897.3333333333334,Monsoon
Jharkhand,Chatra,2025,10,80058543,498,362,3,863,1027.0,Festival
Jharkhand,Chatra,2025,11,98216216,902,851,4,1757,1445.6666666666667,Festival
Jharkhand,Chatra,2025,12,57773949,518,467,5,990,1203.3333333333333,Festival
Jharkhand,Deoghar,2025,3,815353,12,25,18,55,55.0,Non-peak
Jharkhand,Deoghar,2025,4,815353,371,342,10,723,389.0,Non-peak
Jharkhand,Deoghar,2025,9,250021459,1050,993,16,2059,945.6666666666666,Monsoon
Jharkhand,Deoghar,2025,10,166953967,768,661,60,1489,1423.6666666666667,Festival
Jharkhand,Deoghar,2025,11,225587076,1384,1069,11,2464,2004.0,Festival
Jharkhand,Deoghar,2025,12,125417093,933,589,12,1534,1829.0,Festival
Jharkhand,Dhanbad,2025,7,2484423,782,722,34,1538,1538.0,Monsoon
Jharkhand,Dhanbad,2025,9,625954063,1983,1346,11,3340,2439.0,Monsoon
Jharkhand,Dhanbad,2025,10,358517400,1394,580,7,1981,2286.3333333333335,Festival
Jharkhand,Dhanbad,2025,11,528275470,1928,1040,23,2991,2770.6666666666665,Festival
Jharkhand,Dhanbad,2025,12,264965774,791,373,17,1181,2051.0,Festival
Jharkhand,Dumka,2025,4,814119,34,32,23,89,89.0,Non-peak
Jharkhand,Dumka,2025,6,814119,74,110,14,198,143.5,Monsoon
Jharkhand,Dumka,2025,7,814119,61,117,10,188,158.33333333333334,Monsoon
Jharkhand,Dumka,2025,9,308646489,827,963,8,1798,728.0,Monsoon
Jharkhand,Dumka,2025,10,193816035,496,533,13,1042,1009.3333333333334,Festival
Jharkhand,Dumka,2025,11,268746170,817,850,16,1683,1507.6666666666667,Festival
Jharkhand,Dumka,2025,12,136813688,434,391,2,827,1184.0,Festival
Jharkhand,East Singhbhum,2025,4,832104,55,54,11,120,120.0,Non-peak
Jharkhand,East Singhbhum,2025,7,832110,180,100,13,293,206.5,Monsoon
Jharkhand,East Singhbhum,2025,9,419097832,1572,808,10,2390,934.3333333333334,Monsoon
Jharkhand,East Singhbhum,2025,10,257772123,985,322,11,1318,1333.6666666666667,Festival
Jharkhand,East Singhbhum,2025,11,340104376,1598,540,36,2174,1960.6666666666667,Festival
Jharkhand,East Singhbhum,2025,12,178796904,1593,285,18,1896,1796.0,Festival
Jharkhand,East Singhbum,2025,7,3325130,848,546,53,1447,1447.0,Monsoon
Jharkhand,Garhwa,2025,9,171001289,1431,565,0,1996,1996.0,Monsoon
Jharkhand,Garhwa,2025,10,101120946,771,263,7,1041,1518.5,Festival
Jharkhand,Garhwa,2025,11,138116434,1453,471,7,1931,1656.0,Festival
Jharkhand,Garhwa,2025,12,76457335,868,236,1,1105,1359.0,Festival
Jharkhand,Garhwa *,2025,9,38639646,87,28,0,115,115.0,Monsoon
Jharkhand,Garhwa *,2025,10,24663608,71,10,0,81,98.0,Festival
Jharkhand,Garhwa *,2025,11,33706936,99,17,0,116,104.0,Festival
Jharkhand,Garhwa *,2025,12,16442382,57,12,0,69,88.66666666666667,Festival
Jharkhand,Giridih,2025,7,1630613,871,921,27,1819,1819.0,Monsoon
Jharkhand,Giridih,2025,9,362329642,2033,1714,21,3768,2793.5,Monsoon
Jharkhand,Giridih,2025,10,218913756,1258,1108,11,2377,2654.6666666666665,Festival
Jharkhand,Giridih,2025,11,288614170,2101,1839,19,3959,3368.0,Festival
Jharkhand,Giridih,2025,12,153350063,1432,944,4,2380,2905.3333333333335,Festival
Jharkhand,Godda,2025,4,814153,79,46,11,136,136.0,Non-peak
Jharkhand,Godda,2025,9,192944064,995,765,1,1761,948.5,Monsoon
Jharkhand,Godda,2025,10,113973998,507,373,3,883,926.6666666666666,Festival
Jharkhand,Godda,2025,11,157139660,1067,652,1,1720,1454.6666666666667,Festival
Jharkhand,Godda,2025,12,83043916,590,299,1,890,1164.3333333333333,Festival
Jharkhand,Gumla,2025,6,835207,228,131,10,369,369.0,Monsoon
Jharkhand,Gumla,2025,7,1670551,383,286,23,692,530.5,Monsoon
Jharkhand,Gumla,2025,9,280637829,1281,927,2,2210,1090.3333333333333,Monsoon
Jharkhand,Gumla,2025,10,177069025,628,398,26,1052,1318.0,Festival
Jharkhand,Gumla,2025,11,218830720,881,518,15,1414,1558.6666666666667,Festival
Jharkhand,Gumla,2025,12,122779300,682,264,18,964,1143.3333333333333,Festival
Jharkhand,Hazaribag,2025,9,71811180,120,67,0,187,187.0,Monsoon
Jharkhand,Hazaribag,2025,10,43742709,77,39,0,116,151.5,Festival
Jharkhand,Hazaribag,2025,11,62724391,107,73,0,180,161.0,Festival
Jharkhand,Hazaribag,2025,12,25584914,54,29,0,83,126.33333333333333,Festival
Jharkhand,Hazaribagh,2025,4,825301,169,65,14,248,248.0,Non-peak
Jharkhand,Hazaribagh,2025,9,349240835,1234,717,0,1951,1099.5,Monsoon
Jharkhand,Hazaribagh,2025,10,192343138,766,447,2,1215,1138.0,Festival
Jharkhand,Hazaribagh,2025,11,273260020,1239,559,15,1813,1659.6666666666667,Festival
Jharkhand,Hazaribagh,2025,12,156052146,717,260,0,977,1335.0,Festival
Jharkhand,Jamtara,2025,9,106793546,1140,424,1,1565,1565.0,Monsoon
Jharkhand,Jamtara,2025,10,70106190,650,308,5,963,1264.0,Festival
Jharkhand,Jamtara,2025,11,91298281,849,379,6,1234,1254.0,Festival
Jharkhand,Jamtara,2025,12,47277476,521,163,4,688,961.6666666666666,Festival
Jharkhand,Khunti,2025,6,835216,91,148,11,250,250.0,Monsoon
Jharkhand,Khunti,2025,7,835210,146,196,14,356,303.0,Monsoon
Jharkhand,Khunti,2025,9,124436577,376,320,9,705,437.0,Monsoon
Jharkhand,Khunti,2025,10,80172545,256,158,7,421,494.0,Festival
Jharkhand,Khunti,2025,11,102714907,351,249,4,604,576.6666666666666,Festival
Jharkhand,Khunti,2025,12,51778808,206,102,0,308,444.3333333333333,Festival
Jharkhand,Kodarma,2025,9,42920418,59,48,0,107,107.0,Monsoon
Jharkhand,Kodarma,2025,10,26412405,42,27,0,69,88.0,Festival
Jharkhand,Kodarma,2025,11,36316936,57,40,0,97,91.0,Festival
Jharkhand,Kodarma,2025,12,16506978,26,11,0,37,67.66666666666667,Festival
Jharkhand,Koderma,2025,9,151033476,767,401,0,1168,1168.0,Monsoon
Jharkhand,Koderma,2025,10,85832545,350,235,8,593,880.5,Festival
Jharkhand,Koderma,2025,11,111417881,575,303,3,881,880.6666666666666,Festival
Jharkhand,Koderma,2025,12,62724469,404,175,1,580,684.6666666666666,Festival
Jharkhand,Latehar,2025,9,143835162,600,384,1,985,985.0,Monsoon
Jharkhand,Latehar,2025,10,77697219,202,103,5,310,647.5,Festival
Jharkhand,Latehar,2025,11,125670620,507,305,4,816,703.6666666666666,Festival
Jharkhand,Latehar,2025,12,67803432,366,131,1,498,541.3333333333334,Festival
Jharkhand,Lohardaga,2025,4,835302,187,104,17,308,308.0,Non-peak
Jharkhand,Lohardaga,2025,6,835302,165,174,21,360,334.0,Monsoon
Jharkhand,Lohardaga,2025,9,91044416,388,277,1,666,444.6666666666667,Monsoon
Jharkhand,Lohardaga,2025,10,43434378,220,126,6,352,459.3333333333333,Festival
Jharkhand,Lohardaga,2025,11,78515046,421,153,11,585,534.3333333333334,Festival
Jharkhand,Lohardaga,2025,12,54291721,603,85,0,688,541.6666666666666,Festival
Jharkhand,Pakaur,2025,9,39173069,105,67,0,172,172.0,Monsoon
Jharkhand,Pakaur,2025,10,15504013,29,7,0,36,104.0,Festival
Jharkhand,Pakaur,2025,11,26931476,50,19,0,69,92.33333333333333,Festival
Jharkhand,Pakaur,2025,12,8161064,13,7,0,20,41.666666666666664,Festival
Jharkhand,Pakur,2025,4,816107,579,372,11,962,962.0,Non-peak
Jharkhand,Pakur,2025,6,816107,501,590,16,1107,1034.5,Monsoon
Jharkhand,Pakur,2025,7,816107,994,1023,11,2028,1365.6666666666667,Monsoon
Jharkhand,Pakur,2025,9,132975570,1005,662,5,1672,1602.3333333333333,Monsoon
Jharkhand,Pakur,2025,10,61190047,229,106,1,336,1345.3333333333333,Festival
Jharkhand,Pakur,2025,11,82396930,469,106,1,576,861.3333333333334,Festival
Jharkhand,Pakur,2025,12,37534948,194,49,0,243,385.0,Festival
Jharkhand,Palamau,2025,9,27951907,78,23,0,101,101.0,Monsoon
Jharkhand,Palamau,2025,10,13153865,21,8,0,29,65.0,Festival
Jharkhand,Palamau,2025,11,30418282,96,21,0,117,82.33333333333333,Festival
Jharkhand,Palamau,2025,12,10687496,25,14,0,39,61.666666666666664,Festival
Jharkhand,Palamu,2025,9,287748355,1933,642,18,2593,2593.0,Monsoon
Jharkhand,Palamu,2025,10,166889711,984,295,4,1283,1938.0,Festival
Jharkhand,Palamu,2025,11,232659343,2473,764,27,3264,2380.0,Festival
Jharkhand,Palamu,2025,12,122502617,1158,293,15,1466,2004.3333333333333,Festival
Jharkhand,Pashchimi Singhbhum,2025,9,47494152,91,96,1,188,188.0,Monsoon
Jharkhand,Pashchimi Singhbhum,2025,10,30828863,69,50,0,119,153.5,Festival
Jharkhand,Pashchimi Singhbhum,2025,11,45826866,124,70,0,194,167.0,Festival
Jharkhand,Pashchimi Singhbhum,2025,12,20833881,62,36,0,98,137.0,Festival
Jharkhand,Purbi Singhbhum,2025,9,174553353,271,70,0,341,341.0,Monsoon
Jharkhand,Purbi Singhbhum,2025,10,110543134,209,36,0,245,293.0,Festival
Jharkhand,Purbi Singhbhum,2025,11,132989403,228,47,0,275,287.0,Festival
Jharkhand,Purbi Singhbhum,2025,12,58190962,106,19,0,125,215.0,Festival
Jharkhand,Ramgarh,2025,9,241013864,581,392,4,977,977.0,Monsoon
Jharkhand,Ramgarh,2025,10,168954662,391,223,1,615,796.0,Festival
Jharkhand,Ramgarh,2025,11,216098855,632,296,6,934,842.0,Festival
Jharkhand,Ramgarh,2025,12,113461999,298,155,0,453,667.3333333333334,Festival
Jharkhand,Ranchi,2025,4,4173644,552,481,87,1120,1120.0,Non-peak
Jharkhand,Ranchi,2025,6,1668003,259,273,34,566,843.0,Monsoon
Jharkhand,Ranchi,2025,7,5006438,792,682,121,1595,1093.6666666666667,Monsoon
Jharkhand,Ranchi,2025,9,533216975,1954,1079,8,3041,1734.0,Monsoon
Jharkhand,Ranchi,2025,10,328769049,1394,687,26,2107,2247.6666666666665,Festival
Jharkhand,Ranchi,2025,11,431397489,3402,1083,7,4492,3213.3333333333335,Festival
Jharkhand,Ranchi,2025,12,217788848,965,328,51,1344,2647.6666666666665,Festival
Jharkhand,Sahebganj,2025,9,199046827,977,893,9,1879,1879.0,Monsoon
Jharkhand,Sahebganj,2025,10,128100363,591,402,1,994,1436.5,Festival
Jharkhand,Sahebganj,2025,11,171333893,1386,1075,2,2463,1778.6666666666667,Festival
Jharkhand,Sahebganj,2025,12,92191484,682,300,3,985,1480.6666666666667,Festival
Jharkhand,Sahibganj,2025,9,26112406,53,68,0,121,121.0,Monsoon
Jharkhand,Sahibganj,2025,10,17138168,52,35,0,87,104.0,Festival
Jharkhand,Sahibganj,2025,11,31828056,65,67,0,132,113.33333333333333,Festival
Jharkhand,Sahibganj,2025,12,11425442,17,8,0,25,81.33333333333333,Festival
Jharkhand,Seraikela-Kharsawan,2025,9,324602327,820,436,3,1259,1259.0,Monsoon
Jharkhand,Seraikela-Kharsawan,2025,10,212228397,547,242,19,808,1033.5,Festival
Jharkhand,Seraikela-Kharsawan,2025,11,302128368,929,395,4,1328,1131.6666666666667,Festival
Jharkhand,Seraikela-Kharsawan,2025,12,163967484,647,204,4,855,997.0,Festival
Jharkhand,Simdega,2025,9,126953239,622,288,0,910,910.0,Monsoon
Jharkhand,Simdega,2025,10,69323178,286,97,0,383,646.5,Festival
Jharkhand,Simdega,2025,11,99391003,353,148,13,514,602.3333333333334,Festival
Jharkhand,Simdega,2025,12,45936944,211,61,0,272,389.6666666666667,Festival
Jharkhand,West Singhbhum,2025,7,833201,320,440,16,776,776.0,Monsoon
Jharkhand,West Singhbhum,2025,9,217467650,1122,579,12,1713,1244.5,Monsoon
Jharkhand,West Singhbhum,2025,10,151641404,811,503,8,1322,1270.3333333333333,Festival
Jharkhand,West Singhbhum,2025,11,196637935,1189,691,8,1888,1641.0,Festival
Jharkhand,West Singhbhum,2025,12,109976788,769,376,4,1149,1453.0,Festival
Karnataka,Bagalkot,2025,9,398680470,2055,384,34,2473,2473.0,Monsoon
Karnataka,Bagalkot,2025,10,227230865,1080,189,7,1276,1874.5,Festival
Karnataka,Bagalkot,2025,11,290645226,1289,192,30,1511,1753.3333333333333,Festival
Karnataka,Bagalkot,2025,12,189058460,1734,135,13,1882,1556.3333333333333,Festival
Karnataka,Bagalkot *,2025,9,36992183,77,8,0,85,85.0,Monsoon
Karnataka,Bagalkot *,2025,10,24659515,51,6,0,57,71.0,Festival
Karnataka,Bagalkot *,2025,11,26422993,53,7,0,60,67.33333333333333,Festival
Karnataka,Bagalkot *,2025,12,18789751,37,10,0,47,54.666666666666664,Festival
Karnataka,Ballari,2025,9,253084543,893,114,24,1031,1031.0,Monsoon
Karnataka,Ballari,2025,10,132955918,425,52,6,483,757.0,Festival
Karnataka,Ballari,2025,11,184273206,618,53,24,695,736.3333333333334,Festival
Karnataka,Ballari,2025,12,128873971,514,48,10,572,583.3333333333334,Festival
Karnataka,Bangalore,2025,9,667793178,1661,354,1,2016,2016.0,Monsoon
Karnataka,Bangalore,2025,10,422943723,1218,318,2,1538,1777.0,Festival
Karnataka,Bangalore,2025,11,562440101,1649,346,0,1995,1849.6666666666667,Festival
Karnataka,Bangalore,2025,12,333337756,1248,218,1,1467,1666.6666666666667,Festival
Karnataka,Bangalore Rural,2025,5,1122181,176,35,29,240,240.0,Non-peak
Karnataka,Bangalore Rural,2025,9,136460693,568,62,27,657,448.5,Monsoon
Karnataka,Bangalore Rural,2025,10,90408021,413,52,31,496,464.3333333333333,Festival
Karnataka,Bangalore Rural,2025,11,119040431,524,61,37,622,591.6666666666666,Festival
Karnataka,Bangalore Rural,2025,12,69645527,570,57,2,629,582.3333333333334,Festival
Karnataka,Belagavi,2025,9,769582560,2418,254,25,2697,2697.0,Monsoon
Karnataka,Belagavi,2025,10,445669768,1387,134,30,1551,2124.0,Festival
Karnataka,Belagavi,2025,11,596389676,1806,125,58,1989,2079.0,Festival
Karnataka,Belagavi,2025,12,372391931,1452,109,7,1568,1702.6666666666667,Festival
Karnataka,Belgaum,2025,9,714636682,2097,363,1,2461,2461.0,Monsoon
Karnataka,Belgaum,2025,10,388348420,1127,186,1,1314,1887.5,Festival
Karnataka,Belgaum,2025,11,545574045,1463,201,0,1664,1813.0,Festival
Karnataka,Belgaum,2025,12,339289983,1174,130,0,1304,1427.3333333333333,Festival
Karnataka,Bellary,2025,9,347558270,1407,285,0,1692,1692.0,Monsoon
Karnataka,Bellary,2025,10,183692547,645,130,0,775,1233.5,Festival
Karnataka,Bellary,2025,11,213432118,750,109,1,860,1109.0,Festival
Karnataka,Bellary,2025,12,156284126,821,72,0,893,842.6666666666666,Festival
Karnataka,Bengaluru,2025,4,19042045,5774,1026,1047,7847,7847.0,Non-peak
Karnataka,Bengaluru,2025,5,17361971,2659,1723,869,5251,6549.0,Non-peak
Karnataka,Bengaluru,2025,9,1030241777,3557,1001,559,5117,6071.666666666667,Monsoon
Karnataka,Bengaluru,2025,10,611751988,2486,849,413,3748,4705.333333333333,Festival
Karnataka,Bengaluru,2025,11,829093963,3349,1292,706,5347,4737.333333333333,Festival
Karnataka,Bengaluru,2025,12,464420350,2616,841,213,3670,4255.0,Festival
Karnataka,Bengaluru Rural,2025,6,1680203,511,312,311,1134,1134.0,Monsoon
Karnataka,Bengaluru Rural,2025,7,2802373,927,417,310,1654,1394.0,Monsoon
Karnataka,Bengaluru Rural,2025,9,562163,0,1,0,1,929.6666666666666,Monsoon
Karnataka,Bengaluru Rural,2025,10,562163,1,0,0,1,552.0,Festival
Karnataka,Bengaluru South,2025,9,1686351,1,0,2,3,3.0,Monsoon
Karnataka,Bengaluru South,2025,10,5058160,2,27,0,29,16.0,Festival
Karnataka,Bengaluru South,2025,11,25856419,6,96,2,104,45.333333333333336,Festival
Karnataka,Bengaluru South,2025,12,14051089,6,60,1,67,66.66666666666667,Festival
Karnataka,Bengaluru Urban,2025,3,6720621,309,192,231,732,732.0,Non-peak
Karnataka,Bengaluru Urban,2025,6,22404436,5062,3223,1838,10123,5427.5,Monsoon
Karnataka,Bengaluru Urban,2025,7,25208642,6740,3752,1727,12219,7691.333333333333,Monsoon
Karnataka,Bidar,2025,7,585437,107,52,10,169,169.0,Monsoon
Karnataka,Bidar,2025,9,279807899,1237,367,6,1610,889.5,Monsoon
Karnataka,Bidar,2025,10,158635537,790,155,8,953,910.6666666666666,Festival
Karnataka,Bidar,2025,11,219515685,1045,220,36,1301,1288.0,Festival
Karnataka,Bidar,2025,12,129953898,781,102,4,887,1047.0,Festival
Karnataka,Bijapur,2025,9,412068094,1375,440,1,1816,1262.3333333333333,Monsoon
Karnataka,Bijapur,2025,10,205741243,592,190,2,784,1234.3333333333333,Festival
Karnataka,Bijapur,2025,11,248530397,669,175,1,845,1148.3333333333333,Festival
Karnataka,Bijapur,2025,12,177020567,660,125,1,786,805.0,Festival
Karnataka,Bijapur(Kar),2025,11,586206,2,0,0,2,2.0,Festival
Karnataka,Bijapur(Kar),2025,12,586115,1,0,0,1,1.5,Festival
Karnataka,Chamarajanagar,2025,9,38276038,72,10,0,82,82.0,Monsoon
Karnataka,Chamarajanagar,2025,10,20569595,55,5,0,60,71.0,Festival
Karnataka,Chamarajanagar,2025,11,28564302,77,1,0,78,73.33333333333333,Festival
Karnataka,Chamarajanagar,2025,12,13140187,28,1,0,29,55.666666666666664,Festival
Karnataka,Chamarajanagar *,2025,9,4570124,8,0,0,8,8.0,Monsoon
Karnataka,Chamarajanagar *,2025,10,4570240,8,0,0,8,8.0,Festival
Karnataka,Chamarajanagar *,2025,11,2285635,4,0,0,4,6.666666666666667,Festival
Karnataka,Chamarajanagar *,2025,12,1714066,3,0,0,3,5.0,Festival
Karnataka,Chamrajanagar,2025,9,162247795,594,88,8,690,690.0,Monsoon
Karnataka,Chamrajanagar,2025,10,102834095,442,49,6,497,593.5,Festival
Karnataka,Chamrajanagar,2025,11,119974672,620,59,9,688,625.0,Festival
Karnataka,Chamrajanagar,2025,12,71984949,332,20,0,352,512.3333333333334,Festival
Karnataka,Chamrajnagar,2025,9,49699622,96,13,0,109,109.0,Monsoon
Karnataka,Chamrajnagar,2025,10,35420645,75,4,0,79,94.0,Festival
Karnataka,Chamrajnagar,2025,11,47417294,102,5,0,107,98.33333333333333,Festival
Karnataka,Chamrajnagar,2025,12,30278285,83,2,0,85,90.33333333333333,Festival
Karnataka,Chickmagalur,2025,9,149490012,326,27,0,353,353.0,Monsoon
Karnataka,Chickmagalur,2025,10,91775147,226,25,0,251,302.0,Festival
Karnataka,Chickmagalur,2025,11,126405741,319,30,0,349,317.6666666666667,Festival
Karnataka,Chickmagalur,2025,12,95236455,258,20,0,278,292.6666666666667,Festival
Karnataka,Chikkaballapur,2025,9,208510822,903,94,5,1002,1002.0,Monsoon
Karnataka,Chikkaballapur,2025,10,121384236,594,68,0,662,832.0,Festival
Karnataka,Chikkaballapur,2025,11,152881396,707,78,0,785,816.3333333333334,Festival
Karnataka,Chikkaballapur,2025,12,96663773,638,56,9,703,716.6666666666666,Festival
Karnataka,Chikkamagaluru,2025,9,132179294,294,28,19,341,341.0,Monsoon
Karnataka,Chikkamagaluru,2025,10,88310816,207,19,9,235,288.0,Festival
Karnataka,Chikkamagaluru,2025,11,113131497,302,29,10,341,305.6666666666667,Festival
Karnataka,Chikkamagaluru,2025,12,75614934,215,19,0,234,270.0,Festival
Karnataka,Chikmagalur,2025,9,21357267,37,3,0,40,40.0,Monsoon
Karnataka,Chikmagalur,2025,10,15584717,32,2,0,34,37.0,Festival
Karnataka,Chikmagalur,2025,11,20202199,40,3,0,43,39.0,Festival
Karnataka,Chikmagalur,2025,12,16161837,36,1,0,37,38.0,Festival
Karnataka,Chitradurga,2025,9,295120682,1053,94,5,1152,1152.0,Monsoon
Karnataka,Chitradurga,2025,10,191164023,804,74,15,893,1022.5,Festival
Karnataka,Chitradurga,2025,11,231013980,872,72,17,961,1002.0,Festival
